title,genres
Sesame Street Presents Follow That Bird (1985),Children
We're Back! A Dinosaur's Story (1993),Adventure
Baby... Secret of the Lost Legend (1985),Adventure
Turtle Diary (1985),Comedy
Titanic (1953),Action
"Night to Remember, A (1958)",Action
Captain Horatio Hornblower R.N. (1951),Action
Erin Brockovich (2000),Drama
Final Destination (2000),Drama
"Bear, The (Ours, L') (1988)",Adventure
Love Is a Many-Splendored Thing (1955),Drama
"Mirror, The (Zerkalo) (1975)",Drama
"Crimson Pirate, The (1952)",Adventure
Thelma & Louise (1991),Adventure
...And Justice for All (1979),Drama
Animal House (1978),Comedy
She's Gotta Have It (1986),Comedy
School Daze (1988),Drama
Do the Right Thing (1989),Drama
Mo' Better Blues (1990),Drama
Jungle Fever (1991),Drama
Coogan's Bluff (1968),Crime
"Champ, The (1979)",Drama
Creature Comforts (1989),Animation
Death Wish (1974),Action
Death Wish 2 (1982),Action
Death Wish 3 (1985),Action
Death Wish 5: The Face of Death (1994),Action
Double Indemnity (1944),Crime
Dying Young (1991),Drama
Cool as Ice (1991),Drama
Teenage Mutant Ninja Turtles (1990),Action
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action
Teenage Mutant Ninja Turtles III (1993),Action
Red Dawn (1984),Action
Band of the Hand (1986),Action
Bloodsport (1988),Action
Eyes of Laura Mars (1978),Mystery
Funny Bones (1995),Comedy
"Good Earth, The (1937)",Drama
"Good Morning, Vietnam (1987)",Comedy
"Good Mother, The (1988)",Drama
Grumpy Old Men (1993),Comedy
Guess Who's Coming to Dinner (1967),Drama
Romeo Must Die (2000),Action
Here on Earth (2000),Drama
Whatever It Takes (2000),Comedy
"Color of Paradise, The (Rang-e khoda) (1999)",Drama
Waking the Dead (2000),Drama
Gothic (1986),Drama
Hillbillys in a Haunted House (1967),Comedy
Lord of the Flies (1963),Adventure
Modern Times (1936),Comedy
Last Resort (National Lampoon's Last Resort) (1994),Comedy
That's Life! (1986),Drama
Heart and Souls (1993),Comedy
Hud (1963),Drama
"Hustler, The (1961)",Drama
Inherit the Wind (1960),Drama
Dersu Uzala (1975),Adventure
Close Encounters of the Third Kind (1977),Adventure
Retroactive (1997),Sci-Fi
"Place in the Sun, A (1951)",Drama
Jacob's Ladder (1990),Horror
Empire Records (1995),Comedy
"Bamba, La (1987)",Drama
Ladyhawke (1985),Adventure
Lucas (1986),Drama
High Fidelity (2000),Comedy
"Road to El Dorado, The (2000)",Animation
"Skulls, The (2000)",Thriller
El Dorado (1966),Western
Hook (1991),Adventure
Horror Express (1972),Horror
My Chauffeur (1986),Comedy
"Son of the Sheik, The (1926)",Adventure
True Grit (1969),Adventure
Roadside Prophets (1992),Comedy
Madame Sousatzka (1988),Drama
Max Dugan Returns (1983),Comedy
Midnight Express (1978),Drama
Misery (1990),Drama
Mr. Saturday Night (1992),Comedy
Murphy's Romance (1985),Comedy
My Life (1993),Drama
Solaris (Solyaris) (1972),Drama
Network (1976),Comedy
No Way Out (1987),Drama
North Dallas Forty (1979),Comedy
"Odd Couple, The (1968)",Comedy
"Outlaw Josey Wales, The (1976)",Action
Black and White (1999),Drama
Frequency (2000),Drama
Ready to Rumble (2000),Comedy
Return to Me (2000),Drama
Rules of Engagement (2000),Drama
Me Myself I (2000),Comedy
"Bell, Book and Candle (1958)",Comedy
"End of Violence, The (1997)",Drama
Force 10 from Navarone (1978),Action
How to Stuff a Wild Bikini (1965),Comedy
Mystery Train (1989),Comedy
Sacco and Vanzetti (Sacco e Vanzetti) (1971),Drama
Arthur (1981),Comedy
Bachelor Party (1984),Comedy
Parenthood (1989),Comedy
Predator (1987),Action
"Prince of Tides, The (1991)",Drama
"Postman Always Rings Twice, The (1981)",Crime
All the Vermeers in New York (1990),Comedy
28 Days (2000),Drama
American Psycho (2000),Crime
Keeping the Faith (2000),Comedy
Where the Money Is (2000),Comedy
East is East (1999),Comedy
"Filth and the Fury, The (2000)",Documentary
Passion of Mind (2000),Drama
Diner (1982),Comedy
Shakes the Clown (1992),Comedy
Cabaret (1972),Drama
What Ever Happened to Baby Jane? (1962),Drama
Prick Up Your Ears (1987),Comedy
Auntie Mame (1958),Comedy
Guys and Dolls (1955),Comedy
The Hunger (1983),Horror
Marathon Man (1976),Crime
Caddyshack (1980),Comedy
Gossip (2000),Drama
Love and Basketball (2000),Drama
U-571 (2000),Action
"Virgin Suicides, The (1999)",Drama
Jennifer 8 (1992),Mystery
Limelight (1952),Comedy
Empire of Passion (a.k.a. In the Realm of Passion) (a.k.a. Phantom Love) (Ai No Borei) (1978),Crime
"Crow: Salvation, The (2000)",Action
"Flintstones in Viva Rock Vegas, The (2000)",Children
Where the Heart Is (2000),Comedy
"Big Kahuna, The (2000)",Comedy
Bossa Nova (2000),Comedy
Smiling Fish and Goat on Fire (1999),Comedy
"Idiots, The (Idioterne) (1998)",Comedy
Time Code (2000),Comedy
Carnosaur (1993),Horror
Carnosaur 2 (1995),Horror
Carnosaur 3: Primal Species (1996),Horror
Defying Gravity (1997),Drama
"Hidden, The (1987)",Action
Two Moon Junction (1988),Drama
Gladiator (2000),Action
I Dreamed of Africa (2000),Drama
Up at the Villa (2000),Drama
Human Traffic (1999),Comedy
Breathless (1983),Action
Inferno (1980),Horror
"King of Marvin Gardens, The (1972)",Crime
"Lords of Flatbush, The (1974)",Comedy
Mr. Mom (1983),Comedy
Battlefield Earth (2000),Action
Center Stage (2000),Drama
Screwed (2000),Comedy
Hamlet (2000),Crime
Anchors Aweigh (1945),Comedy
Blue Hawaii (1961),Comedy
G.I. Blues (1960),Comedy
Gypsy (1962),Musical
King Creole (1958),Crime
On the Town (1949),Comedy
Pee-wee's Big Adventure (1985),Adventure
Regret to Inform (1998),Documentary
Saludos Amigos (1943),Animation
The Slipper and the Rose: The Story of Cinderella (1976),Adventure
Things Change (1988),Comedy
Honeymoon in Vegas (1992),Comedy
Dinosaur (2000),Adventure
Loser (2000),Comedy
Road Trip (2000),Comedy
Small Time Crooks (2000),Comedy
"Hollywood Knights, The (1980)",Comedy
"Myth of Fingerprints, The (1997)",Comedy
Possession (1981),Drama
"Twelve Chairs, The (1970)",Comedy
Mission: Impossible II (2000),Action
Shanghai Noon (2000),Action
8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy
Carnival of Souls (1962),Horror
Flying Tigers (1942),Action
"Gold Rush, The (1925)",Adventure
Monsieur Verdoux (1947),Comedy
On Her Majesty's Secret Service (1969),Action
Seven Days in May (1964),Thriller
"Spy Who Loved Me, The (1977)",Action
Vagabond (Sans toit ni loi) (1985),Drama
Moonraker (1979),Action
"Man with the Golden Gun, The (1974)",Action
"King in New York, A (1957)",Comedy
"Fighting Seabees, The (1944)",Action
Big Momma's House (2000),Comedy
American Gigolo (1980),Drama
"Endless Summer, The (1966)",Documentary
"Guns of Navarone, The (1961)",Action
Blow-Out (La grande bouffe) (1973),Drama
Lured (1947),Crime
Pandora and the Flying Dutchman (1951),Drama
Quatermass and the Pit (1967),Horror
Quatermass 2 (Enemy from Space) (1957),Sci-Fi
Puppet Master (1989),Horror
Puppet Master II (1991),Horror
Puppet Master III: Toulon's Revenge (1991),Horror
Puppet Master 4 (1993),Horror
Puppet Master 5: The Final Chapter (1994),Horror
Curse of the Puppet Master (Puppet Master 6: The Curse) (1998),Horror
Romeo and Juliet (1968),Drama
Stay Tuned (1992),Comedy
Blazing Saddles (1974),Comedy
Benji (1974),Adventure
Benji the Hunted (1987),Adventure
For the Love of Benji (1977),Adventure
White Christmas (1954),Comedy
Eraserhead (1977),Drama
Baraka (1992),Documentary
"Man with the Golden Arm, The (1955)",Drama
"Decline of Western Civilization, The (1981)",Documentary
"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
For a Few Dollars More (Per qualche dollaro in più) (1965),Action
Magnum Force (1973),Action
Blood Simple (1984),Crime
"Fabulous Baker Boys, The (1989)",Drama
Prizzi's Honor (1985),Comedy
Flatliners (1990),Horror
Light Years (Gandahar) (1988),Adventure
Porky's (1982),Comedy
Porky's II: The Next Day (1983),Comedy
Porky's Revenge (1985),Comedy
Private School (1983),Comedy
Class of Nuke 'Em High (1986),Comedy
"Toxic Avenger, The (1985)",Comedy
"Toxic Avenger, Part II, The (1989)",Comedy
"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy
Night of the Creeps (1986),Comedy
Predator 2 (1990),Action
"Running Man, The (1987)",Action
Starman (1984),Adventure
"Brother from Another Planet, The (1984)",Drama
Alien Nation (1988),Crime
Mad Max (1979),Action
"Road Warrior, The (Mad Max 2) (1981)",Action
Mad Max Beyond Thunderdome (1985),Action
Bird on a Wire (1990),Action
Angel Heart (1987),Film-Noir
9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama
Firestarter (1984),Horror
Sleepwalkers (1992),Horror
Action Jackson (1988),Action
Soapdish (1991),Comedy
"Long Walk Home, The (1990)",Drama
Clara's Heart (1988),Drama
Burglar (1987),Comedy
Fatal Beauty (1987),Action
Gone in 60 Seconds (2000),Action
American Pimp (1999),Documentary
Love's Labour's Lost (2000),Comedy
Sunshine (1999),Drama
Trixie (2000),Comedy
Hamlet (1990),Drama
Coming Home (1978),Drama
American Pop (1981),Animation
Assault on Precinct 13 (1976),Action
Near Dark (1987),Horror
One False Move (1992),Crime
Shaft (1971),Action
"Conversation, The (1974)",Drama
Cutter's Way (1981),Drama
"Fury, The (1978)",Horror
"Paper Chase, The (1973)",Drama
Prince of the City (1981),Drama
Serpico (1973),Crime
"Ace in the Hole (Big Carnival, The) (1951)",Drama
Lonely Are the Brave (1962),Drama
"Sugarland Express, The (1974)",Drama
Trouble in Paradise (1932),Comedy
Big Trouble in Little China (1986),Action
Badlands (1973),Crime
Battleship Potemkin (1925),Drama
Boys and Girls (2000),Comedy
Shaft (2000),Action
Titan A.E. (2000),Action
Butterfly (La lengua de las mariposas) (1999),Drama
Jesus' Son (1999),Drama
Chicken Run (2000),Animation
"Me, Myself & Irene (2000)",Adventure
"Patriot, The (2000)",Action
"Adventures of Rocky and Bullwinkle, The (2000)",Adventure
"Perfect Storm, The (2000)",Drama
Asylum (1972),Horror
Communion (1989),Drama
Fun and Fancy Free (1947),Animation
"Kentucky Fried Movie, The (1977)",Comedy
"Blood In, Blood Out (1993)",Action
F/X (1986),Action
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action
"Hot Spot, The (1990)",Crime
Missing in Action (1984),Action
Braddock: Missing in Action III (1988),Action
Thunderbolt and Lightfoot (1974),Action
Dreamscape (1984),Horror
The Golden Voyage of Sinbad (1973),Action
House Party (1990),Comedy
House Party 2 (1991),Comedy
Make Mine Music (1946),Animation
Nekromantik (1987),Comedy
Rocketship X-M (1950),Sci-Fi
Croupier (1998),Crime
"Kid, The (2000)",Comedy
Scary Movie (2000),Comedy
But I'm a Cheerleader (1999),Comedy
Shower (Xizao) (1999),Comedy
Blow-Up (Blowup) (1966),Drama
"Pawnbroker, The (1964)",Drama
Groove (2000),Drama
Footloose (1984),Drama
Duel in the Sun (1946),Drama
X-Men (2000),Action
Chuck & Buck (2000),Comedy
"Five Senses, The (1999)",Drama
What Lies Beneath (2000),Drama
Pokémon the Movie 2000 (2000),Animation
Criminal Lovers (1999),Crime
Anatomy of a Murder (1959),Drama
Freejack (1992),Action
H.O.T.S. (1979),Comedy
Knightriders (1981),Action
Mackenna's Gold (1969),Western
Sinbad and the Eye of the Tiger (1977),Adventure
What About Bob? (1991),Comedy
White Sands (1992),Drama
Breaker Morant (1980),Drama
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy
Interiors (1978),Drama
Love and Death (1975),Comedy
"Official Story, The (La historia oficial) (1985)",Drama
Tampopo (1985),Comedy
Thomas and the Magic Railroad (2000),Children
Nutty Professor II: The Klumps (2000),Comedy
"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama
Wonderland (1999),Drama
Autumn in New York (2000),Drama
Coyote Ugly (2000),Comedy
Hollow Man (2000),Horror
Space Cowboys (2000),Action
Mad About Mambo (2000),Comedy
Saving Grace (2000),Comedy
"Black Sabbath (Tre volti della paura, I) (1963)",Horror
"Brain That Wouldn't Die, The (1962)",Horror
Bronco Billy (1980),Adventure
"Crush, The (1993)",Thriller
Kelly's Heroes (1970),Action
Phantasm II (1988),Action
Phantasm III: Lord of the Dead (1994),Horror
Phantasm IV: Oblivion (1998),Horror
Pumpkinhead (1988),Horror
Air America (1990),Action
Sleepaway Camp (1983),Horror
Steel Magnolias (1989),Drama
And God Created Woman (Et Dieu... créa la femme) (1956),Drama
Easy Money (1983),Comedy
"Ilsa, She Wolf of the SS (1974)",Horror
Silent Fall (1994),Drama
The Spiral Staircase (1945),Horror
I'm the One That I Want (2000),Comedy
"Tao of Steve, The (2000)",Comedy
Aimée & Jaguar (1999),Drama
"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama
Bless the Child (2000),Thriller
Cecil B. DeMented (2000),Comedy
"Eyes of Tammy Faye, The (2000)",Documentary
"Opportunists, The (2000)",Comedy
"Replacements, The (2000)",Comedy
"Cell, The (2000)",Drama
Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action
"Original Kings of Comedy, The (2000)",Comedy
"Naked Gun: From the Files of Police Squad!, The (1988)",Action
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
Our Town (1940),Drama
Shane (1953),Drama
"Suddenly, Last Summer (1959)",Drama
Cat Ballou (1965),Comedy
"Devil Rides Out, The (1968)",Horror
Supergirl (1984),Action
"Art of War, The (2000)",Action
"Ballad of Ramblin' Jack, The (2000)",Documentary
Bring It On (2000),Comedy
Catfish in Black Bean Sauce (2000),Comedy
Love & Sex (2000),Comedy
Steal This Movie! (2000),Drama
Highlander: Endgame (Highlander IV) (2000),Action
Back Stage (2000),Documentary
Turn It Up (2000),Crime
Anatomy (Anatomie) (2000),Horror
Nurse Betty (2000),Comedy
"Watcher, The (2000)",Crime
"Way of the Gun, The (2000)",Crime
Almost Famous (2000),Drama
Crime and Punishment in Suburbia (2000),Comedy
Duets (2000),Comedy
Goya in Bordeaux (Goya en Burdeos) (1999),Drama
Urbania (2000),Drama
"Specials, The (2000)",Comedy
Under Suspicion (2000),Crime
Urban Legends: Final Cut (2000),Horror
Woman on Top (2000),Comedy
Dancer in the Dark (2000),Drama
Best in Show (2000),Comedy
Barenaked in America (1999),Documentary
"Broken Hearts Club, The (2000)",Drama
Girlfight (2000),Drama
Remember the Titans (2000),Drama
Hellraiser (1987),Horror
Hellbound: Hellraiser II (1988),Horror
Hellraiser III: Hell on Earth (1992),Horror
"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama
Beach Party (1963),Comedy
Bikini Beach (1964),Comedy
Return of the Fly (1959),Horror
Pajama Party (1964),Comedy
Stranger Than Paradise (1984),Comedy
Voyage to the Bottom of the Sea (1961),Adventure
Fantastic Voyage (1966),Adventure
Abbott and Costello Meet Frankenstein (1948),Comedy
"Bank Dick, The (1940)",Comedy
"Creature from the Black Lagoon, The (1954)",Adventure
"Invisible Man, The (1933)",Horror
"Killer Shrews, The (1959)",Horror
Kronos (1957),Sci-Fi
Phantom of the Opera (1943),Horror
Runaway (1984),Sci-Fi
"Slumber Party Massacre, The (1982)",Horror
Slumber Party Massacre II (1987),Horror
Slumber Party Massacre III (1990),Horror
Sorority House Massacre (1986),Horror
Sorority House Massacre II (1990),Horror
Bamboozled (2000),Comedy
Digimon: The Movie (2000),Adventure
Get Carter (2000),Action
Get Carter (1971),Action
Meet the Parents (2000),Comedy
Requiem for a Dream (2000),Drama
Tigerland (2000),Drama
Two Family House (2000),Drama
"Contender, The (2000)",Drama
Dr. T and the Women (2000),Comedy
"Ladies Man, The (2000)",Comedy
Lost Souls (2000),Drama
Billy Jack (1971),Action
"Time Machine, The (1960)",Action
Haunted (1995),Drama
Ghoulies (1985),Horror
Ghoulies II (1987),Comedy
"Unsinkable Molly Brown, The (1964)",Musical
"Adventures of Ichabod and Mr. Toad, The (1949)",Animation
"Strange Love of Martha Ivers, The (1946)",Drama
Detour (1945),Crime
Billy Elliot (2000),Drama
Bedazzled (2000),Comedy
Pay It Forward (2000),Drama
"Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)",Horror
"Private Eyes, The (1981)",Comedy
"Legend of Drunken Master, The (Jui kuen II) (1994)",Action
Book of Shadows: Blair Witch 2 (2000),Crime
Lucky Numbers (2000),Comedy
Stardom (2000),Comedy
Charlie's Angels (2000),Action
"Legend of Bagger Vance, The (2000)",Drama
Little Nicky (2000),Comedy
Men of Honor (2000),Drama
Red Planet (2000),Action
You Can Count on Me (2000),Drama
Diamonds Are Forever (1971),Action
"Eagle Has Landed, The (1976)",Drama
"6th Day, The (2000)",Action
Bounce (2000),Drama
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children
One Day in September (1999),Documentary
Rugrats in Paris: The Movie (2000),Animation
102 Dalmatians (2000),Children
Malèna (2000),Drama
Quills (2000),Drama
Unbreakable (2000),Drama
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action
Dungeons & Dragons (2000),Action
Proof of Life (2000),Drama
Vertical Limit (2000),Action
"Bounty, The (1984)",Adventure
Code of Silence (1985),Action
"Planes, Trains & Automobiles (1987)",Comedy
She's Having a Baby (1988),Comedy
"Living Daylights, The (1987)",Action
Transformers: The Movie (1986),Adventure
Wall Street (1987),Drama
Born on the Fourth of July (1989),Drama
Talk Radio (1988),Drama
Brewster's Millions (1985),Comedy
Snatch (2000),Comedy
Punchline (1988),Comedy
Chocolat (2000),Drama
"Dude, Where's My Car? (2000)",Comedy
"Emperor's New Groove, The (2000)",Adventure
Pollock (2000),Drama
What Women Want (2000),Comedy
Finding Forrester (2000),Drama
"Gift, The (2000)",Thriller
Before Night Falls (2000),Drama
Cast Away (2000),Drama
"Family Man, The (2000)",Comedy
"House of Mirth, The (2000)",Romance
Miss Congeniality (2000),Comedy
Nowhere to Hide (Injeong sajeong bol geot eobtda) (1999),Action
"O Brother, Where Art Thou? (2000)",Adventure
State and Main (2000),Comedy
Dracula 2000 (2000),Horror
All the Pretty Horses (2000),Drama
Thirteen Days (2000),Drama
Traffic (2000),Crime
"Claim, The (2000)",Romance
Shadow of the Vampire (2000),Drama
House of Games (1987),Crime
Annie (1982),Children
Don't Tell Mom the Babysitter's Dead (1991),Comedy
"Officer and a Gentleman, An (1982)",Drama
"Alamo, The (1960)",Action
At Close Range (1986),Crime
Breakheart Pass (1975),Western
Friendly Persuasion (1956),Drama
Gettysburg (1993),Drama
Imaginary Crimes (1994),Drama
Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror
Antitrust (2001),Crime
Double Take (2001),Action
Save the Last Dance (2001),Drama
Panic (2000),Drama
"Pledge, The (2001)",Crime
Love Field (1992),Drama
The Man in the Moon (1991),Drama
Mystic Pizza (1988),Comedy
Prelude to a Kiss (1992),Comedy
I'm Gonna Git You Sucka (1988),Action
Untamed Heart (1993),Drama
Sugar & Spice (2001),Comedy
"Wedding Planner, The (2001)",Comedy
"Invisible Circus, The (2001)",Drama
Two Ninas (1999),Comedy
"With a Friend Like Harry... (Harry, un ami qui vous veut du bien) (2000)",Drama
Amazon Women on the Moon (1987),Comedy
Baby Boom (1987),Comedy
Back to the Beach (1987),Comedy
Barfly (1987),Comedy
Beverly Hills Cop II (1987),Action
Beverly Hills Cop (1984),Action
"Big Easy, The (1987)",Action
"Big Town, The (1987)",Drama
Born in East L.A. (1987),Comedy
